name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
The Killing Gene (2007)            ,"5.7 based on 7,122 user ratings",2008-02-22,NA,NA,NA,51 user,50 critic,NA,"uncircumcised-penis,penis,hairy-chest,naked-corpse,police","Crime,Drama,Horror,Thriller","Rated R for strong brutal violence including a rape, gruesome images and pervasive language",UK,English,£5000000,NA,NA,104,Color,2.35:1
Carver (2008)            ,"4.8 based on 2,397 user ratings",2008-03-04,NA,NA,NA,71 user,25 critic,NA,"carver,suicide,killed-with-saw,throat-slitting,dead-woman-with-eyes-open",Horror,"Rated R for strong bloody violence and torture, language and some sexuality/nudity",USA,English,NA,NA,NA,NA,Color,2.35:1
Middle of Nowhere (2008)            ,"6.5 based on 3,061 user ratings",2010-07-13,John Stockwell,"Eva Amurri Martino,Anton Yelchin,Willa Holland",NA,17 user,20 critic,NA,"summer,modeling,marijuana,family-secret,extramarital-affair","Comedy,Drama,Romance","Rated R for drug content, some teen drinking and sexual material",USA,English,NA,NA,NA,95,Color,1.85:1
The Gateway Meat (2008)            ,4.3 based on 89 user ratings,NA,NA,NA,NA,1 user,5 critic,NA,"satanist,severed-arms,snuff,violence,blood",Horror,NA,USA,English,20000,NA,NA,69,Color,1.33:1
Exit Speed (2008)            ,"5.3 based on 1,837 user ratings",2008-08-26,Scott Ziehl,"Desmond Harrington,Lea Thompson,Julie Mond",NA,27 user,14 critic,NA,"texas,bus,motorbike,deserter,murder",Thriller,"Rated R for violence, language and drug use",USA,English,3750000,NA,NA,NA,Color,NA
The Betrayal - Nerakhoon (2008)            ,7.3 based on 352 user ratings,2008-11-21,"Ellen Kuras,Thavisouk Phrasavath",NA,78,4 user,31 critic,NA,NA,Documentary,NA,USA,"English,Lao",NA,NA,NA,95,Color,1.85:1
Breathing Room (2008)            ,"4.4 based on 2,870 user ratings",2008-09-30,NA,NA,NA,35 user,18 critic,NA,"game,clue,killer,video-surveillance,room","Horror,Mystery,Thriller",NA,USA,English,25000,NA,NA,89,Color,1.85:1
The Memory Thief (2007)            ,5.8 based on 212 user ratings,2007-04-14,Gil Kofman,"Mark Webber,Rachel Miner,Jerry Adler",NA,4 user,40 critic,NA,"tollbooth,holocaust,video-camera,interview,paperback",Drama,NA,USA,English,NA,NA,NA,95,Color,1.78:1
Shattered (2007)            ,"6.7 based on 25,405 user ratings",2007-08-23,Mike Barker,"Pierce Brosnan,Maria Bello,Gerard Butler",NA,118 user,29 critic,NA,"nanny,sociopath,gun,daughter,suburb","Crime,Drama,Thriller",Rated R for some language and violence,"UK,Canada,USA",English,20000000,NA,NA,95,Color,2.35:1
Hamlet 2 (2008)            ,"6.4 based on 15,194 user ratings",2008-08-27,Andrew Fleming,"Steve Coogan,Elisabeth Shue,Catherine Keener",54,76 user,129 critic,NA,"student,sequel,gang-banger,time-machine,shakespeare%27s-hamlet","Comedy,Music","Rated R for language including sexual references, brief nudity and some drug content",USA,"English,Spanish",9000000,439925(USA),4881867,92,Color,1.85:1
Cleaner (2007)            ,"6.1 based on 32,512 user ratings",2008-01-18,Renny Harlin,"Samuel L. Jackson,Ed Harris,Eva Mendes",NA,57 user,46 critic,NA,"crime-scene,blood-splatter,washing-hands,soccer,safe","Crime,Mystery,Thriller","Rated R for bloody images, some violence and language",USA,English,25000000,NA,NA,88,Color,2.35:1
Pray the Devil Back to Hell (2008)            ,7.6 based on 405 user ratings,2009-05-08,Gini Reticker,"Janet Johnson Bryant,Etweda Cooper,Vaiba Flomo",78,2 user,27 critic,NA,"president,peace-talks,liberia,sit-in,power",Documentary,NA,USA,English,NA,8227(USA),78986,72,Color,1.85:1
Next Avengers: Heroes of Tomorrow (2008)            ,"6.3 based on 3,335 user ratings",2008-09-02,"Jay Oliva,Gary Hartle","Noah Crawford,Brenna O'Brien,Aidan Drummond",NA,11 user,21 critic,NA,"red-cape,caped-superhero,alien-superhero,father-and-daughter,thor","Animation,Action,Family,Sci-Fi",Rated PG for sci-fi action violence and some mild language,USA,English,NA,NA,NA,NA,Color,1.78:1
Dr. Dolittle: Tail to the Chief (2008)            ,"4.0 based on 1,481 user ratings",2008-03-04,Craig Shapiro,"Kyla Pratt,Peter Coyote,Malcolm Stewart",NA,7 user,8 critic,NA,"veterinarian,sequel,fourth-part,dog,character-name-in-title","Comedy,Family",Rated PG for brief mild language and some rude behavior,"USA,Canada",English,6000000,NA,NA,NA,Color,1.78:1
Watch Out (2008)            ,4.3 based on 208 user ratings,2008-10-03,NA,NA,NA,1 user,17 critic,NA,"pubic-hair,male-pubic-hair,male-masturbation,male-explicit-nudity,male-rear-nudity","Comedy,Drama,Horror",NA,USA,English,300000,NA,NA,89,Color,1.85:1
Strange Wilderness (2008)            ,"5.3 based on 18,542 user ratings",2008-02-01,Fred Wolf,"Steve Zahn,Allen Covert,Justin Long",12,120 user,58 critic,NA,"critically-bashed,bigfoot,tv-show,friend,ecuador","Adventure,Comedy","Rated R for non-stop language, drug use, crude and sexual humor",USA,English,20000000,3001719(USA),6563357,NA,Color,2.35:1
The Merry Gentleman (2008)            ,"6.6 based on 2,216 user ratings",2009-12-04,Michael Keaton,"Michael Keaton,Kelly Macdonald,Tom Bastounes",55,22 user,57 critic,NA,"detective,party,killer,hitman,abusive-relationship",Drama,Rated R for language and some violence,USA,English,5000000,74981(USA),346286,110,Color,2.35:1
Barbie Mariposa and Her Butterfly Fairy Friends (2008)            ,"5.7 based on 1,031 user ratings",2008-02-26,NA,NA,NA,3 user,4 critic,NA,"barbie,insect-in-title,animal-in-title,surrealism,character-name-in-title","Animation,Family,Fantasy",NA,USA,English,NA,NA,NA,NA,Color,NA
Kabluey (2007)            ,"6.7 based on 4,005 user ratings",2007-06-25,Scott Prendergast,"Scott Prendergast,Lisa Kudrow,Teri Garr",62,33 user,28 critic,NA,"blue,mascot,corporate,suburb,child",Comedy,"Rated PG-13 for some sexual material including a crude reference, and brief strong language",USA,English,NA,7373(USA),83398,NA,Color,NA
Tennessee (2008)            ,5.5 based on 663 user ratings,2008-04-26,Aaron Woodley,"Adam Rothenberg,Ethan Peck,Mariah Carey",42,9 user,16 critic,NA,"road-trip,abusive-husband,singing,state-in-title,one-word-title","Adventure,Comedy,Drama,Romance",Rated R for language,USA,English,4000000,9438(USA),15979,99,Color,2.35:1
Kill Theory (2009)            ,"5.6 based on 5,721 user ratings",2009-01-08,Chris Moore,"Don McManus,Ryanne Duzich,Teddy Dunn",NA,39 user,29 critic,NA,"friend,sadistic-psychopath,forced-to-kill,suicide,thought-dead","Horror,Thriller","Rated R for strong bloody violence, pervasive language and some sexual content",USA,English,6000000,NA,NA,85,Color,1.85:1
Prom Night (2008)            ,"3.9 based on 27,636 user ratings",2008-04-11,Nelson McCormick,"Brittany Snow,Scott Porter,Jessica Stroup",17,260 user,146 critic,3,"friend,prom,hotel,murder,killer","Horror,Mystery","Rated PG-13 for violence and terror, some sexual material, underage drinking, and language","USA,Canada","English,Italian",20000000,20804941(USA),43818159,88,Color,2.35:1
Watching the Detectives (2007)            ,"6.4 based on 3,475 user ratings",2008-09-11,NA,NA,NA,23 user,10 critic,NA,"film-geek,crying-man,robbery,rape-threat,man-crying","Comedy,Romance",NA,USA,English,2000000,NA,NA,90, Black and White,NA
The Novice (2006)            ,6.3 based on 179 user ratings,2006-09-30,Murray Robinson,"John Schuk,David Dempster,Jacob Pitts",NA,2 user,2 critic,NA,jesuit,Drama,NA,USA,English,NA,NA,NA,89,Color,NA
Slacker Uprising (2007)            ,"5.3 based on 2,241 user ratings",2008-09-23,NA,NA,NA,15 user,27 critic,NA,"presidential-election,election-campaign,character-name-in-title",Documentary,NA,USA,English,2000000,NA,NA,102,Color,NA
Taken (2008)            ,"7.9 based on 483,141 user ratings",2009-01-30,Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen",50,974 user,309 critic,904,"agent,cia,france,rescue,teenage-abduction","Action,Thriller","Rated PG-13 for intense sequences of violence, disturbing thematic material, sexual content, some drug references and language",France,"English,French,Albanian,Arabic",25000000,£1165986(UK),145000989,93,Color,2.35:1
Eve (2008)            ,7.0 based on 124 user ratings,2008-10-17,Natalie Portman,"Lauren Bacall,Ben Gazzara,Olivia Thirlby",NA,1 user,1 critic,NA,NA,"Short,Comedy,Romance",NA,USA,English,NA,NA,NA,NA,Color,NA
Witless Protection (2008)            ,"3.1 based on 5,461 user ratings",2008-02-22,Charles Robert Carner,"Larry the Cable Guy,Jenny McCarthy,Richard Bull",17,20 user,35 critic,NA,"sheriff,fbi,shotgun,possum,polo","Comedy,Crime",Rated PG-13 for crude and sex-related humor,USA,English,7500000,2116692(USA),4131640,NA,Color,1.85:1
Turn the River (2007)            ,"6.1 based on 1,481 user ratings",2007-10-17,Chris Eigeman,"Famke Janssen,Jaymie Dornan,Rip Torn",55,11 user,19 critic,NA,"family-relationships,canada,money,secret,new-york-city",Drama,Rated R for language,USA,English,500000,NA,NA,92,Color,1.85:1
Harold & Kumar Go to Amsterdam (2008)            ,7.3 based on 893 user ratings,2008-07-29,"Jon Hurwitz,Hayden Schlossberg","John Cho,Kal Penn,Paula Garcés",NA,2 user,NA,NA,"sequel,punctuation-in-title,place-name-in-title,ampersand-in-title,character-name-in-title","Short,Comedy",NA,USA,English,NA,NA,NA,NA,Color,NA
Garfield's Fun Fest (2008)            ,4.5 based on 513 user ratings,2008-08-05,"Mark A.Z. Dippé,Eondeok Han","Frank Welker,Tim Conway,Gregg Berger",NA,5 user,3 critic,NA,"punctuation-in-title,pet,dog,cat,cartoon-cat","Animation,Comedy,Family,Fantasy",NA,"USA,South Korea",English,NA,NA,NA,79,Color,2.35:1
Bachelor Party 2: The Last Temptation (2008)            ,"5.2 based on 3,687 user ratings",2008-03-11,James Ryan,"Josh Cooke,Mike Deadman,Harland Williams",NA,10 user,12 critic,NA,"wedding,party,bachelor-party,pain-pill,adultery",Comedy,"Rated R for crude sexual humor/content, nudity and language",USA,"English,German",6000000,NA,NA,104,Color,1.78:1
The Burrowers (2008)            ,"5.8 based on 6,039 user ratings",2008-09-21,NA,NA,NA,51 user,80 critic,NA,"dakota-territory,underground,night,death,native-american","Horror,Thriller,Western",Rated R for violence and gore,USA,"English,French,Sioux",7000000,NA,NA,96,Color,2.35:1
I Sell the Dead (2008)            ,"6.1 based on 9,524 user ratings",2009-01-16,Glenn McQuaid,"Dominic Monaghan,Ron Perlman,Larry Fessenden",62,54 user,108 critic,NA,"grave-robber,grave,corpse,guillotine,shackles","Comedy,Horror",NA,USA,English,750000,3529(USA),7066,85,Color,2.35:1
Knock Knock (2007)            ,3.1 based on 664 user ratings,2008-04-29,Joseph Ariola,"Nicole Abisinio,Joli Julianna,Matt Fraley",NA,29 user,21 critic,NA,"blood,female-in-shower,female-removes-her-clothes,pink-bra-and-panties,female-frontal-nudity",Horror,NA,USA,English,1200000,NA,NA,NA,Color,NA
The Young and Evil (2008)            ,5.0 based on 148 user ratings,2008-06-20,Julian Breece,"Vaughn Lowery,Diana Elizabeth Jordan,Reggie Watkins",NA,2 user,4 critic,NA,"prevention,unsafe-sex,sexual-obsession,seduction,masturbation","Short,Drama",NA,USA,English,NA,NA,NA,NA,Color,NA
Beethoven's Big Break (2008)            ,"4.6 based on 1,357 user ratings",2008-12-30,Mike Elliott,"Jonathan Silverman,Jennifer Finnigan,Moises Arias",NA,1 user,6 critic,NA,"dog,animal-trainer,lizard,movie-producer,movie-making","Comedy,Family",Rated PG for some mild rude humor,USA,English,NA,NA,NA,NA,Color,NA
The Animator's Survival Kit Animated (2008)            ,9.7 based on 33 user ratings,2008-11-24,Imogen Sutton,NA,NA,NA,NA,NA,NA,Documentary,NA,UK,English,NA,NA,NA,NA,Color,1.33:1
The Pleasure of Being Robbed (2008)            ,5.6 based on 675 user ratings,2008-10-03,Joshua Safdie,"Bat 'Batman' Baxter,Alex Billig,Wayne Chin",NA,16 user,29 critic,NA,mumblecore,Drama,NA,USA,English,NA,7720(USA),7720,71,Color,NA
"Surfer, Dude (2008)            ","4.7 based on 7,360 user ratings",2008-09-05,S.R. Bindler,"Matthew McConaughey,Woody Harrelson,Willie Nelson",16,37 user,26 critic,NA,"waves,endorsement,virtual-reality,barefoot,surfboard",Comedy,"Rated R for pervasive drug use, language and nudity",USA,English,6000000,5971(USA),36497,NA,Color,1.85:1
Tokyo Mater (2008)            ,"6.7 based on 1,051 user ratings",2008-12-12,NA,NA,NA,2 user,1 critic,NA,"tokyo-japan,surrealism,tow-truck,makeover,import-cars","Animation,Short,Action,Adventure,Comedy,Family",NA,USA,English,NA,NA,NA,NA,Color,1.85:1
My Life in Ruins (2009)            ,"5.9 based on 15,011 user ratings",2009-06-05,Donald Petrie,"Nia Vardalos,Richard Dreyfuss,Rachel Dratch",34,75 user,112 critic,2,"tourist,tour-guide,greece,tour-bus,greek","Comedy,Romance",Rated PG-13 for sexual content,"USA,Spain","English,Greek",17000000,3223161(USA),8662318,98,Color,1.85:1
Pulse 2: Afterlife (2008)            ,"3.6 based on 2,186 user ratings",2008-09-30,NA,NA,NA,23 user,27 critic,NA,"ghost,jumping-off-a-bridge,suicide,hospital,flashing-light","Drama,Horror,Sci-Fi","Rated R for violence, disturbing images, some sexuality, nudity and language",USA,English,NA,NA,NA,89,Color,NA
Stargate: The Ark of Truth (2008)            ,"7.4 based on 15,821 user ratings",2008-03-11,Robert C. Cooper,"Ben Browder,Amanda Tapping,Christopher Judge",NA,42 user,18 critic,NA,"stargate,evil-god,wormhole,2000s,space-opera","Action,Adventure,Drama,Fantasy,Sci-Fi",NA,"USA,Canada",English,NA,NA,NA,97,Color,1.78:1
Adam Resurrected (2008)            ,"6.3 based on 3,072 user ratings",2008-12-12,Paul Schrader,"Jeff Goldblum,Willem Dafoe,Cristian Motiu",58,31 user,75 critic,NA,"dog,holocaust,circus,patient,entertainer","Drama,War","Rated R for some disturbing behavior, sexuality, nudity and some language","Germany,USA,Israel",English,10000000,NA,NA,106,Color,2.35:1
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert (2008)            ,"2.3 based on 8,213 user ratings",2008-02-01,Bruce Hendricks,"Miley Cyrus,The Jonas Brothers,Kenny Ortega",59,41 user,48 critic,NA,"concert-film,slash-in-title,actress-shares-first-name-with-character,hannah-montana,singer","Documentary,Music",NA,USA,English,7000000,31117834(USA),65280346,82,Color,1.85:1
Space Chimps (2008)            ,"4.5 based on 8,848 user ratings",2008-07-18,Kirk De Micco,"Andy Samberg,Stanley Tucci,Jeff Daniels",36,45 user,85 critic,NA,"planet,astronaut,senator,attacked-by-a-plant,space-travel","Animation,Adventure,Comedy,Family,Sci-Fi",NA,USA,English,37000000,7181374(USA),30105968,81,Color,2.35:1
Jack and Jill vs. the World (2008)            ,"5.6 based on 2,562 user ratings",2010-10-22,NA,NA,NA,19 user,10 critic,NA,"cystic-fibrosis,versus-in-title,period-in-title,character-name-in-title","Comedy,Drama,Romance",Rated PG-13 for sexual content and brief strong language,"USA,Canada",English,4000000,NA,NA,NA,Color,1.85:1
Dry Rain (2008)            ,8.2 based on 18 user ratings,2008-05-31,Matthew James Clark,"James Le Gros,Nathan Gamble,Jodie Harwood",NA,NA,1 critic,NA,NA,"Short,Drama",NA,USA,English,130000,NA,NA,23,Color,1.85:1
The Dhamma Brothers (2008)            ,7.5 based on 353 user ratings,2008-04-11,"Andrew Kukura,Jenny Phillips","Grady Bankhead,Ron Cavanaugh,Jonathan Crowley",NA,4 user,6 critic,NA,NA,Documentary,NA,USA,English,NA,3710(USA),32000,76,Color,NA
Goliath (2008)            ,5.3 based on 328 user ratings,2008-01-21,NA,NA,NA,13 user,7 critic,NA,"cat,character-name-in-title",Comedy,NA,USA,English,NA,NA,NA,80,Color,NA
Insanitarium (2008)            ,"5.1 based on 4,028 user ratings",2008-07-15,Jeff Buhler,"Jesse Metcalfe,Kiele Sanchez,Peter Stormare",NA,32 user,32 critic,NA,"mental-institution,nymphomaniac,lobotomy,laundry-chute,beretta-m9","Horror,Thriller","Rated R for bloody violence and gore, sexuality/nudity, and language throughout",USA,English,3000000,NA,NA,89,Color,1.85:1
April Fool's Day (2008)            ,"3.7 based on 3,253 user ratings",2008-03-25,"Mitchell Altieri,Phil Flores","Taylor Cole,Josh Henderson,Scout Taylor-Compton",NA,36 user,50 critic,NA,"prank,revenge,siblings,cemetery,party",Horror,NA,USA,English,5000000,NA,NA,91,Color,1.85:1
Baghead (2008)            ,"6.0 based on 3,504 user ratings",2008-01-22,"Jay Duplass,Mark Duplass","Ross Partridge,Steve Zissis,Greta Gerwig",62,40 user,93 critic,NA,"california,cabin,actor,vomiting,paper-bag","Comedy,Drama,Horror,Romance","Rated R for language, some sexual content and nudity",USA,English,NA,8640(USA),140016,84,Color,1.85:1
How to Be a Serial Killer (2008)            ,"5.6 based on 1,729 user ratings",2008-11-15,Luke Ricci,"Dameon Clarke,Matthew Gray Gubler,Laura Regan",NA,10 user,11 critic,NA,"video-store,clerk,serial-killer,video-camera,trust","Comedy,Crime,Horror","Rated R for violence, grisly images and language",USA,English,2000000,899(USA),899,91,Color,1.78:1
I Am Because We Are (2008)            ,8.2 based on 329 user ratings,2009-03-25,Nathan Rissman,"Bill Clinton,Paul Farmer,Madonna",NA,2 user,5 critic,NA,"claim-in-title,current-affairs",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA
A Lonely Place for Dying (2009)            ,6.5 based on 304 user ratings,2008-12-04,Justin Eugene Evans,"Michael Scovotti,Ross Marquand,Michael Wincott",NA,6 user,1 critic,NA,"vietnam,kgb,cia,politics,political-thriller","Action,Thriller,War",NA,USA,English,200000,NA,NA,NA,Color,2.35:1
The Business of Being Born (2008)            ,"7.4 based on 1,143 user ratings",2008-01-09,Abby Epstein,"Mary Helen Ayres,Julia Barnett,Sylvie Blaustein",68,18 user,27 critic,NA,"birth,hospital,unconsciousness,childbirth,archival-footage",Documentary,NA,USA,English,NA,9574(USA),69348,NA,Color,NA
Otis (2008)            ,"6.1 based on 4,379 user ratings",2008-03-07,Tony Krantz,"Tarah Paige,Bostin Christopher,Ashley Johnson",NA,36 user,47 critic,NA,"fbi,suburb,one-word-title,obese,prom-night","Comedy,Crime,Horror,Thriller",NA,USA,English,NA,NA,NA,100,Color,2.35:1
Pulse 3 (2008)            ,"3.8 based on 1,520 user ratings",2008-12-23,NA,NA,NA,15 user,32 critic,NA,"laptop,post-apocalypse,two-word-title,third-in-series,series","Horror,Sci-Fi",Rated R for some violence and language,USA,"English,Slovenian",NA,NA,NA,91,Color,NA
